MSA name,Output
1239.ID_940:binShort:1_left_left__REDUCED__12907-12947___12945-13014__DOTS_1,no significant pairs
124.ID_270:binShort:1_left_left__REDUCED__4422-4480___4442-4501__DOTS_1,no significant pairs
1240.ID_939:binShort:2_left_left__REDUCED__2873-2912___2910-2967__DOTS_1,no significant pairs
1241.ID_290:binLong:28_left_left__REDUCED__21274-21318___21316-21365__DOTS_1,no significant pairs
1242.ID_244_left__REDUCED__26201-26243___26242-26318__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1243.ID_1080_left__REDUCED__2908-2976___2975-3023__DOTS_1,no significant pairs
1244.ID_902:binShort:3_left_left__REDUCED__20271-20307___20306-20374__DOTS_1,no significant pairs
1245.ID_864:binShort:4_left_left__REDUCED__12383-12440___12439-12481__DOTS_1,no significant pairs
1246.ID_500:binShort:3_left_left__REDUCED__7031-7101___7100-7154__DOTS_1,no significant pairs
1247.ID_977:binShort:3_left_left__REDUCED__8553-8599___8598-8649__DOTS_1,no significant pairs
1248.ID_947:binShort:2_left_left__REDUCED__17646-17688___17687-17752__DOTS_1,no significant pairs
1249.ID_207_left__REDUCED__3115-3178___3178-3253__DOTS_1,no significant pairs
125.ID_347:binShort:2_left_left__REDUCED__16264-16330___16292-16372__DOTS_1,no significant pairs
1250.ID_1080:binShort:4_left_left__REDUCED__18886-18955___18955-19025__DOTS_1,no significant pairs
1251.ID_1086:binShort:3_left_left__REDUCED__26750-26800___26800-26862__DOTS_1,no significant pairs
1252.ID_469:binLong:25_left_left__REDUCED__1117-1163___1163-1213__DOTS_1,no significant pairs
1253.ID_376:binLong:55_left_left__REDUCED__615-693___693-743__DOTS_1,no significant pairs
1254.ID_998:binShort:1_left_left__REDUCED__4115-4149___4149-4203__DOTS_1,no significant pairs
1255.ID_207:binLong:45_left_left__REDUCED__20605-20651___20651-20696__DOTS_1,no significant pairs
1256.ID_842_left__REDUCED__2432-2477___2478-2531__DOTS_1,no significant pairs
1257.ID_7:binLong:11_left_left__REDUCED__11847-11909___11910-11970__DOTS_1,no significant pairs
1258.ID_1320_left__REDUCED__5678-5759___5760-5817__DOTS_1,no significant pairs
1259.ID_1336_left__REDUCED__3117-3179___3180-3255__DOTS_1,no significant pairs
126.ID_103:binShort:3_left_left__REDUCED__25110-25188___25150-25213__DOTS_1,no significant pairs
1260.ID_48:binLong:10_left_left__REDUCED__6132-6191___6192-6286__DOTS_1,no significant pairs
1261.ID_110:binLong:1_left_left__REDUCED__11865-11904___11905-11964__DOTS_1,no significant pairs
1262.ID_494:binLong:34_left_left__REDUCED__15156-15205___15206-15259__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1263.ID_204_left__REDUCED__5688-5755___5757-5807__DOTS_1,no significant pairs
1264.ID_161_left__REDUCED__2806-2865___2867-2928__DOTS_1,no significant pairs
1265.ID_602_left__REDUCED__12600-12656___12658-12723__DOTS_1,no significant pairs
1266.ID_684_left__REDUCED__16078-16146___16148-16213__DOTS_1,no significant pairs
1267.ID_761_left__REDUCED__5070-5116___5118-5194__DOTS_1,no significant pairs
1268.ID_250:binLong:51_left_left__REDUCED__5065-5124___5126-5182__DOTS_1,no significant pairs
1269.ID_253:binLong:25_left_left__REDUCED__16744-16793___16795-16857__DOTS_1,no significant pairs
127.ID_88:binShort:1_left_left__REDUCED__11799-11867___11829-11892__DOTS_1,no significant pairs
1270.ID_128_left__REDUCED__28645-28715___28718-28776__DOTS_1,no significant pairs
1271.ID_686_left__REDUCED__10319-10374___10377-10445__DOTS_1,no significant pairs
1272.ID_480:binLong:27_left_left__REDUCED__29706-29748___29751-29796__DOTS_1,no significant pairs
1273.ID_1187_left__REDUCED__2176-2212___2215-2280__DOTS_1,no significant pairs
1274.ID_851:binLong:55_left_left__REDUCED__5921-5977___5981-6018__DOTS_1,no significant pairs
1275.ID_52:binLong:25_left_left__REDUCED__29710-29754___29758-29793__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1276.ID_260_left__REDUCED__1000-1234___1239-1312__DOTS_1,no significant pairs
1277.ID_876_left__REDUCED__16085-16135___16140-16225__DOTS_1,no significant pairs
1278.ID_138:binLong:52_left_left__REDUCED__2422-2470___2475-2542__DOTS_1,no significant pairs
1279.ID_208:binLong:47_left_left__REDUCED__8529-8603___8608-8658__DOTS_1,no significant pairs
128.ID_771_left__REDUCED__12013-12077___12040-12106__DOTS_1,no significant pairs
1280.ID_232_left__REDUCED__2815-2865___2871-2933__DOTS_1,no significant pairs
1281.ID_369_left__REDUCED__10318-10381___10387-10441__DOTS_1,no significant pairs
1282.ID_434_left__REDUCED__16439-16474___16480-16573__DOTS_1,no significant pairs
1283.ID_176:binLong:22_left_left__REDUCED__3488-3546___3552-3639__DOTS_1,no significant pairs
1284.ID_202_left__REDUCED__11854-11900___11906-11965__DOTS_1,no significant pairs
1285.ID_193_left__REDUCED__629-687___693-754__DOTS_1,no significant pairs
1286.ID_1169_left__REDUCED__3126-3187___3193-3257__DOTS_1,no significant pairs
1287.ID_642_left__REDUCED__2166-2208___2214-2266__DOTS_1,no significant pairs
1288.ID_165:binLong:54_left_left__REDUCED__12603-12661___12667-12723__DOTS_1,no significant pairs
1289.ID_220:binLong:53_left_left__REDUCED__821-885___891-991__DOTS_1,no significant pairs
129.ID_947_left__REDUCED__18914-18990___18953-19022__DOTS_1,no significant pairs
1290.ID_205:binLong:30_left_left__REDUCED__1111-1152___1158-1231__DOTS_1,no significant pairs
1291.ID_407_left__REDUCED__3224-3305___3312-3366__DOTS_1,no significant pairs
1292.ID_224_left__REDUCED__12581-12649___12656-12724__DOTS_1,no significant pairs
1293.ID_269_left__REDUCED__16076-16138___16145-16214__DOTS_1,no significant pairs
1294.ID_588_left__REDUCED__11821-11895___11902-11975__DOTS_1,no significant pairs
1295.ID_697_left__REDUCED__15152-15197___15204-15273__DOTS_1,no significant pairs
1296.ID_43:binLong:62_left_left__REDUCED__16729-16793___16800-16864__DOTS_1,no significant pairs
1297.ID_115:binLong:62_left_left__REDUCED__14034-14135___14142-14204__DOTS_1,no significant pairs
1298.ID_1341_left__REDUCED__3225-3297___3305-3365__DOTS_1,no significant pairs
1299.ID_408_left__REDUCED__28645-28701___28709-28767__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
13.ID_757_left__REDUCED__3906-3994___3915-4005__DOTS_1,no significant pairs
130.ID_182:binShort:2_left_left__REDUCED__28051-28137___28100-28149__DOTS_1,no significant pairs
1300.ID_921_left__REDUCED__16442-16484___16492-16569__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1301.ID_124:binLong:52_left_left__REDUCED__2674-2732___2740-2765__DOTS_1,no significant pairs
1302.ID_1004:binLong:25_left_left__REDUCED__26756-26811___26819-26880__DOTS_1,no significant pairs
1303.ID_54_left__REDUCED__14009-14107___14116-14190__DOTS_1,no significant pairs
1304.ID_86:binLong:11_left_left__REDUCED__17101-17155___17164-17255__DOTS_1,no significant pairs
1305.ID_19:binLong:15_left_left__REDUCED__2240-2337___2346-2418__DOTS_1,no significant pairs
1306.ID_1075_left__REDUCED__10323-10375___10384-10436__DOTS_1,no significant pairs
1307.ID_39:binLong:10_left_left__REDUCED__18737-18822___18831-18944__DOTS_1,no significant pairs
1308.ID_362:binLong:30_left_left__REDUCED__12592-12656___12665-12720__DOTS_1,no significant pairs
1309.ID_1179_left__REDUCED__10325-10383___10392-10451__DOTS_1,no significant pairs
131.ID_438:binShort:2_left_left__REDUCED__16620-16700___16663-16721__DOTS_1,no significant pairs
1310.ID_1229_left__REDUCED__28647-28705___28714-28782__DOTS_1,no significant pairs
1311.ID_1318_left__REDUCED__16449-16479___16488-16563__DOTS_1,no significant pairs
1312.ID_303_left__REDUCED__3117-3183___3193-3260__DOTS_1,no significant pairs
1313.ID_30:binLong:9_left_left__REDUCED__3480-3540___3550-3627__DOTS_1,no significant pairs
1314.ID_251:binLong:22_left_left__REDUCED__14036-14099___14109-14202__DOTS_1,no significant pairs
1315.ID_258:binLong:22_left_left__REDUCED__7951-7985___7995-8100__DOTS_1,no significant pairs
1316.ID_161:binLong:26_left_left__REDUCED__2421-2473___2483-2528__DOTS_1,no significant pairs
1317.ID_1264_left__REDUCED__3233-3307___3317-3387__DOTS_1,no significant pairs
1318.ID_414:binLong:30_left_left__REDUCED__20610-20641___20651-20702__DOTS_1,no significant pairs
1319.ID_497:binLong:25_left_left__REDUCED__29392-29440___29450-29485__DOTS_1,no significant pairs
132.ID_342:binShort:1_left_left__REDUCED__19657-19728___19691-19755__DOTS_1,no significant pairs
1320.ID_216:binLong:29_left_left__REDUCED__7045-7118___7128-7172__DOTS_1,no significant pairs
1321.ID_1351:binLong:64_left_left__REDUCED__16745-16788___16798-16859__DOTS_1,no significant pairs
1322.ID_116_left__REDUCED__10819-10885___10896-10975__DOTS_1,no significant pairs
1323.ID_147_left__REDUCED__3223-3294___3305-3367__DOTS_1,no significant pairs
1324.ID_1053_left__REDUCED__14009-14105___14116-14186__DOTS_1,no significant pairs
1325.ID_1084_left__REDUCED__2823-2868___2879-2933__DOTS_1,no significant pairs
1326.ID_46:binLong:20_left_left__REDUCED__728-775___786-856__DOTS_1,no significant pairs
1327.ID_173:binLong:3_left_left__REDUCED__15802-15843___15854-15925__DOTS_1,no significant pairs
1328.ID_325:binLong:9_left_left__REDUCED__11861-11904___11915-11970__DOTS_1,no significant pairs
1329.ID_59_left__REDUCED__12592-12653___12665-12729__DOTS_1,no significant pairs
133.ID_948_left__REDUCED__5486-5570___5533-5601__DOTS_1,no significant pairs
1330.ID_992_left__REDUCED__10818-10878___10890-10965__DOTS_1,no significant pairs
1331.ID_140:binLong:43_left_left__REDUCED__17450-17502___17514-17581__DOTS_1,no significant pairs
1332.ID_1064_left__REDUCED__12687-12715___12727-12779__DOTS_1,no significant pairs
1333.ID_344:binLong:12_left_left__REDUCED__20435-20474___20486-20551__DOTS_1,no significant pairs
1334.ID_140:binLong:21_left_left__REDUCED__27380-27435___27447-27502__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1335.ID_280_left__REDUCED__3222-3298___3311-3367__DOTS_1,no significant pairs
1336.ID_236_left__REDUCED__17448-17502___17515-17582__DOTS_1,no significant pairs
1337.ID_60_left__REDUCED__10316-10382___10395-10453__DOTS_1,no significant pairs
1338.ID_70_left__REDUCED__15794-15846___15859-15931__DOTS_1,no significant pairs
1339.ID_458_left__REDUCED__2495-2582___2595-2668__DOTS_1,no significant pairs
134.ID_320:binShort:4_left_left__REDUCED__1396-1457___1420-1511__DOTS_1,no significant pairs
1340.ID_19:binLong:17_left_left__REDUCED__2497-2593___2606-2668__DOTS_1,no significant pairs
1341.ID_1213_left__REDUCED__10326-10374___10387-10442__DOTS_1,no significant pairs
1342.ID_1296_left__REDUCED__3109-3184___3197-3261__DOTS_1,no significant pairs
1343.ID_1008:binLong:34_left_left__REDUCED__1152-1240___1253-1303__DOTS_1,no significant pairs
1344.ID_1118_left__REDUCED__16433-16479___16492-16569__DOTS_1,no significant pairs
1345.ID_991:binLong:7_left_left__REDUCED__15075-15110___15123-15185__DOTS_1,no significant pairs
1346.ID_321_left__REDUCED__16442-16474___16488-16573__DOTS_1,no significant pairs
1347.ID_270_left__REDUCED__26968-27055___27069-27123__DOTS_1,no significant pairs
1348.ID_908_left__REDUCED__17102-17155___17169-17254__DOTS_1,no significant pairs
1349.ID_12_left__REDUCED__14031-14093___14107-14190__DOTS_1,no significant pairs
135.ID_629_left__REDUCED__12034-12100___12063-12138__DOTS_1,no significant pairs
1350.ID_45_left__REDUCED__11847-11891___11905-11967__DOTS_1,no significant pairs
1351.ID_1321_left__REDUCED__18902-18981___18995-19055__DOTS_1,no significant pairs
1352.ID_881_left__REDUCED__20436-20469___20483-20557__DOTS_1,no significant pairs
1353.ID_82:binLong:22_left_left__REDUCED__3760-3832___3846-3960__DOTS_1,no significant pairs
1354.ID_909_left__REDUCED__14039-14130___14144-14194__DOTS_1,no significant pairs
1355.ID_6:binLong:10_left_left__REDUCED__7688-7750___7764-7831__DOTS_1,no significant pairs
1356.ID_156:binLong:22_left_left__REDUCED__7794-7868___7882-7951__DOTS_1,no significant pairs
1357.ID_584:binLong:28_left_left__REDUCED__8138-8189___8203-8267__DOTS_1,no significant pairs
1358.ID_42:binLong:10_left_left__REDUCED__23975-24014___24028-24104__DOTS_1,no significant pairs
1359.ID_1146_left__REDUCED__2115-2151___2165-2245__DOTS_1,no significant pairs
136.ID_228:binShort:4_left_left__REDUCED__3408-3468___3431-3507__DOTS_1,no significant pairs
1360.ID_332_left__REDUCED__17101-17160___17175-17255__DOTS_1,no significant pairs
1361.ID_159_left__REDUCED__2182-2337___2352-2424__DOTS_1,no significant pairs
1362.ID_431_left__REDUCED__14011-14101___14116-14233__DOTS_1,no significant pairs
1363.ID_1339_left__REDUCED__1949-1986___2001-2064__DOTS_1,no significant pairs
1364.ID_1090:binLong:24_left_left__REDUCED__23571-23610___23625-23667__DOTS_1,no significant pairs
1365.ID_191_left__REDUCED__5061-5113___5128-5218__DOTS_1,no significant pairs
1366.ID_871:binLong:29_left_left__REDUCED__2256-2346___2361-2424__DOTS_1,no significant pairs
1367.ID_120:binLong:41_left_left__REDUCED__7043-7113___7128-7173__DOTS_1,no significant pairs
1368.ID_827:binLong:7_left_left__REDUCED__5574-5591___5606-5690__DOTS_1,no significant pairs
1369.ID_465_left__REDUCED__14011-14105___14121-14186__DOTS_1,no significant pairs
137.ID_263:binShort:3_left_left__REDUCED__17462-17532___17495-17579__DOTS_1,no significant pairs
1370.ID_438_left__REDUCED__12688-12711___12727-12781__DOTS_1,no significant pairs
1371.ID_78:binLong:8_left_left__REDUCED__10385-10503___10519-10654__DOTS_1,no significant pairs
1372.ID_253_left__REDUCED__7953-7985___8001-8102__DOTS_1,no significant pairs
1373.ID_1088_left__REDUCED__2096-2153___2169-2258__DOTS_1,no significant pairs
1374.ID_1014_left__REDUCED__21037-21088___21104-21154__DOTS_1,no significant pairs
1375.ID_86:binLong:9_left_left__REDUCED__7684-7755___7771-7824__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1376.ID_849_left__REDUCED__25678-25738___25754-25795__DOTS_1,no significant pairs
1377.ID_1058_left__REDUCED__11845-11895___11911-11961__DOTS_1,no significant pairs
1378.ID_370:binLong:13_left_left__REDUCED__19362-19391___19407-19478__DOTS_1,no significant pairs
1379.ID_1231:binLong:4_left_left__REDUCED__2939-2961___2977-3014__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
138.ID_37:binShort:3_left_left__REDUCED__6462-6530___6493-6562__DOTS_1,no significant pairs
1380.ID_328_left__REDUCED__21746-21767___21784-21847__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1381.ID_239_left__REDUCED__26975-27054___27071-27124__DOTS_1,no significant pairs
1382.ID_144_left__REDUCED__3485-3546___3563-3626__DOTS_1,no significant pairs
1383.ID_442_left__REDUCED__2498-2578___2595-2666__DOTS_1,no significant pairs
1384.ID_205_left__REDUCED__6117-6167___6184-6272__DOTS_1,no significant pairs
1385.ID_647_left__REDUCED__2025-2055___2072-2134__DOTS_1,no significant pairs
1386.ID_255_left__REDUCED__8539-8604___8621-8672__DOTS_1,no significant pairs
1387.ID_1268_left__REDUCED__3115-3183___3200-3263__DOTS_1,no significant pairs
1388.ID_15:binLong:23_left_left__REDUCED__3784-3840___3857-3929__DOTS_1,no significant pairs
1389.ID_28:binLong:52_left_left__REDUCED__11946-11987___12004-12056__DOTS_1,no significant pairs
139.ID_306:binShort:3_left_left__REDUCED__22704-22774___22737-22805__DOTS_1,no significant pairs
1390.ID_22:binLong:31_left_left__REDUCED__1111-1149___1166-1211__DOTS_1,no significant pairs
1391.ID_78:binLong:64_left_left__REDUCED__18074-18128___18145-18209__DOTS_1,no significant pairs
1392.ID_512:binLong:49_left_left__REDUCED__18079-18135___18152-18217__DOTS_1,no significant pairs
1393.ID_230_left__REDUCED__2826-2856___2874-2934__DOTS_1,no significant pairs
1394.ID_30_left__REDUCED__3770-3833___3851-3937__DOTS_1,no significant pairs
1395.ID_693_left__REDUCED__2977-3042___3060-3133__DOTS_1,no significant pairs
1396.ID_800_left__REDUCED__1950-1987___2005-2059__DOTS_1,no significant pairs
1397.ID_489_left__REDUCED__2819-2861___2879-2937__DOTS_1,no significant pairs
1398.ID_641_left__REDUCED__3236-3286___3304-3367__DOTS_1,no significant pairs
1399.ID_732_left__REDUCED__23973-24016___24034-24112__DOTS_1,no significant pairs
14.ID_71:binShort:2_left_left__REDUCED__29371-29464___29385-29474__DOTS_1,no significant pairs
140.ID_222:binShort:1_left_left__REDUCED__5785-5845___5808-5872__DOTS_1,no significant pairs
1400.ID_1173_left__REDUCED__2105-2155___2173-2258__DOTS_1,no significant pairs
1401.ID_1065_left__REDUCED__8687-8755___8773-8825__DOTS_1,no significant pairs
1402.ID_152:binLong:36_left_left__REDUCED__12605-12658___12676-12740__DOTS_1,no significant pairs
1403.ID_1179:binLong:45_left_left__REDUCED__2017-2065___2083-2134__DOTS_1,no significant pairs
1404.ID_86_left__REDUCED__26199-26252___26271-26336__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1405.ID_199_left__REDUCED__7036-7112___7131-7173__DOTS_1,no significant pairs
1406.ID_46_left__REDUCED__1145-1241___1260-1320__DOTS_1,no significant pairs
1407.ID_379_left__REDUCED__1177-1233___1252-1313__DOTS_1,no significant pairs
1408.ID_134_left__REDUCED__3127-3179___3198-3263__DOTS_1,no significant pairs
1409.ID_1061_left__REDUCED__18903-18982___19001-19063__DOTS_1,no significant pairs
141.ID_1012_left__REDUCED__831-901___865-977__DOTS_1,no significant pairs
1410.ID_1028_left__REDUCED__11940-11990___12009-12063__DOTS_1,no significant pairs
1411.ID_296:binLong:14_left_left__REDUCED__7682-7738___7757-7825__DOTS_1,no significant pairs
1412.ID_181:binLong:49_left_left__REDUCED__2412-2462___2481-2525__DOTS_1,no significant pairs
1413.ID_1029:binLong:60_left_left__REDUCED__28643-28713___28732-28784__DOTS_1,no significant pairs
1414.ID_250_left__REDUCED__1949-1989___2009-2073__DOTS_1,no significant pairs
1415.ID_1386:binLong:36_left_left__REDUCED__10821-10889___10909-10967__DOTS_1,no significant pairs
1416.ID_28:binLong:8_left_left__REDUCED__15874-15944___15964-16064__DOTS_1,no significant pairs
1417.ID_639_left__REDUCED__11391-11441___11461-11503__DOTS_1,no significant pairs
1418.ID_343_left__REDUCED__4155-4198___4218-4286__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1419.ID_618_left__REDUCED__5691-5752___5772-5815__DOTS_1,no significant pairs
142.ID_614_left__REDUCED__2766-2828___2792-2859__DOTS_1,no significant pairs
